label_str,ltable_id,rtable_id,label,id_x,title_x,manufacturer_x,price_x,id_y,title_y,manufacturer_y,price_y
Yes,442,2180,1,442,microsoft licenses biztalk hipaa std . sa only ( u0200024 ),microsoft licenses,4215.77,2180,microsoft u02-00024 open sa biztalk hipaa accltr nt 1p,,2335.47
Yes,932,774,1,932,registry mechanic 5.x pc system repair,pc tools,29.95,774,encore software 10598 registry mechanic win 98 me 2000 xp,,26.97
Yes,1346,604,1,1346,visual thesaurus the thinkmap inc.,csdc,39.95,604,csdc visual thesaurus the thinkmap inc.,,33.52
Yes,604,1512,1,604,microsoft office small business 2007 full version,microsoft,449.95,1512,microsoft w87-02380 office sbe 2007 win32,,400.34
No,115,889,0,115,encyclopedia britannica deluxe 2008 win/mac,avanquest,29.95,889,avanquest usa llc britannica deluxe,,26.11
Yes,1299,697,1,1299,snap ! spelling ( jewel case ),topics entertainment,19.95,697,spelling,,4.93
No,149,1934,0,149,enterasys vpn & firewall code upgrade xsr-18xx-vpn-fw ),cabletron systems,1928.07,1934,xsr-18xx-vpn-fw enterasys operating system base/vpn/firewall upgrade package 1 router cd,,1131.29
Yes,584,2818,1,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,2818,microsoft windows vista business ( pc ),,299.99
No,613,3,0,613,math missions : the amazing arcade adventure grades 3-5,scholastic,19.99,3,math missions : the amazing arcade adventure ( grades 3-5 ),,12.95
Yes,1111,1418,1,1111,apple final cut studio 2 ( mac ),apple,1299.0,1418,apple final cut studio 2 production suite for mac av production software,,1298.95
Yes,199,65,1,199,netmanage upg rumba unix-hp edition level 902453-007-c ),netmanage,,65,902453-007-b rumba unix-hp edition upgrade license 1 user volume level b 5-49 c,,147.73
Yes,27,1447,1,27,i copy dvds 2 professional edition,me-too-software,69.99,1447,i copydvds 2 professional edition,me-too-software,27.9
Yes,773,2206,1,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,2206,microsoft office 2004 software suite oem mac apple & mac software,,239.95
Yes,970,2209,1,970,computrace lojack for laptops : 3 year subscription,absolute software,99.99,2209,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),,85.97
No,705,2447,0,705,professional home design suite platinum,punch ! software,99.95,2447,punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp,,84.97
No,1130,1678,0,1130,adobe cs3 design premium macosx dvd,adobe,599.0,1678,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482.0
No,1151,2063,0,1151,pc tools spyware doctor 2007,encore,29.95,2063,encore software 10991 pc tools spyware doctor 2007 sbcs by pc tools,,25.97
Yes,811,2582,1,811,chicken hunter wanted jc,encore,9.99,2582,encore software 10760 chicken hunter wanted win 98 me 2000 xp,,7.69
No,1241,122,0,1241,quicken legal business pro 2007,nolo press,79.99,122,sbqb7r quicken legal business pro 2007 complete package 1 user win,,69.16
Yes,15,1970,1,15,omnioutliner professional 3.0,csdc,69.95,1970,omnioutliner professional 3.0 for mac,,69.99
No,892,3019,0,892,adobe premiere pro cs3,adobe,799.0,3019,premiere pro cs3 mac,,808.15
Yes,481,2459,1,481,art explosion t-shirt factory deluxe 3.0,nova development,29.99,2459,t-shirt factory deluxe 3.0,,27.99
Yes,1238,2418,1,1238,sound forge audio studio 9,sony media,69.59,2418,sound forge audio studio 9,,66.89
Yes,835,2914,1,835,handmark oxford american desk dictionary and thesaurus,handmark inc. .,,2914,palmspring software 523 oxford american desk dictionary,palmspring software,24.2
Yes,383,2642,1,383,merriam-webster 's dictionary ( win/mac ) ( jewel case ),fogware publishing,9.99,2642,merriam-webster english dictionary ( win 2000 xp/mac 10.3.8 or later ),,9.99
Yes,851,2920,1,851,punch ! professional home design platinum v10,punch ! software,99.0,2920,punch software professional home design platinum version 10,,99.99
Yes,1286,2935,1,1286,webroot desktop firewall,webroot software,29.99,2935,webroot software 54210 desktop firewall,webroot software,26.99
Yes,1304,712,1,1304,piano wizard premier software & stickers & midi cable,re : launch,149.95,712,re : launch piano wizard premier software & stickers & midi cable,,113.86
Yes,853,2440,1,853,onone essentials for adobe photoshop elements,onone software,59.95,2440,onone software ele-10211 on1 essentials v. 1.0 for photoshop elements complete product graphics/designing 1 user complete product standard english pc mac,,50.97
Yes,411,2872,1,411,podmaxx '07,bling,29.99,2872,podmaxx '07 eb carlson,,29.99
Yes,1044,2347,1,1044,hoyle puzzle & board games 2007,encore software,19.99,2347,encore software 10568 encore hoyle puzzle & board games 2005 complete product puzzle game 1 user complete product standard pc,,17.97
Yes,1099,2289,1,1099,webroot spysweeper antispyware 3 user,webroot software,39.99,2289,webroot software 65210 spy sweeper 3 pc,webroot software,31.99
No,810,2559,0,810,monopoly here & now,encore,19.95,2559,encore software 11182 monopoly here & now win 98 me 2000 xp,,18.97
No,879,1085,0,879,sony sound forge 9 boxed upgrade,sony media,232.05,1085,sony media software sound forge 9 digital audio production suite music production software,,299.95
Yes,53,2084,1,53,boomerang webshop platinum,boomerang,,2084,web shop platinum,,36.9
Yes,396,2470,1,396,quickbooks premier non-profit edition 2005,intuit inc.,499.95,2470,intuit inc 284216 qckbks prem nonprofit ed 2005,,404.0
No,1334,71,0,1334,adobe creative suite cs3 web standard,adobe,999.0,71,29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,,1056.98
Yes,95,1630,1,95,autocad 2007 courseware customizing the interface,autodesk psg,47.95,1630,autocad 2007 coursewarecustomizing the interface,,39.69
Yes,178,1548,1,178,smart steps 4th grade,dorling-kindersley-multimedia - ( dk ),29.95,1548,smart steps 4th grade ( jc ),dorling-kindersley-multimedia - ( dk ),11.95
Yes,1298,698,1,1298,ultra sudoku/ultra kakuro,abacus,29.95,698,abacus ultra sudoku/ultra kakuro,,17.55
Yes,1287,1035,1,1287,punch ! 5 in 1 home design,punch ! software,39.99,1035,punch software 24100 punch ! 5 in 1 home design complete product architectural 1 user complete productcomplete productstandard pc,,35.97
Yes,688,250,1,688,phase one capture one le,phase one,,250,phase one capture one le,,76.99
No,387,2953,0,387,home budget for dummies,atari,,2953,home budget for dummies,,10.95
Yes,1168,2169,1,1168,sibelius compass,sibelius-software-ltd .,159.99,2169,sibelius compass music composition teaching software music production software,sibelius-software-ltd .,119.95
No,630,2858,0,630,stopzilla 4.0,roxio,47.33,2858,stopzilla ! 4.0 ( pc ) roxio,,29.99
No,924,2574,0,924,hoyle casino ( 2007 ),encore,19.99,2574,encore software 10673 hoyle casino 2007 win 98 me 2000 xp,,18.97
Yes,1103,1440,1,1103,genuine fractals print pro 5 1u,onone software,299.95,1440,onone software inc. gpp-55211 genuine fractals print pro 5 1u,,274.97
Yes,1361,963,1,1361,mediarecover,aladdin systems,29.99,963,allume mediarecover,,32.99
Yes,1289,494,1,1289,business card factory deluxe 3.0,nova development,29.99,494,nova development corp business card factory deluxe 3.0,,28.3
Yes,495,2246,1,495,serious magic ultra2 master sets library 2 windows ),serious magic,276.5,2246,serious magic ultra master sets library 1 effects software,,339.95
Yes,1283,496,1,1283,namo webeditor 2006,namo,99.99,496,csdc namo webeditor suite 2006,,83.92
Yes,754,339,1,754,internet cleanup 3.0,aladdin systems,29.99,339,allume internet cleanup 3.0,,24.99
No,244,1864,0,244,microsoft visual studio team edition for software developers 2005 with msdn premium,microsoft,5479.0,1864,124-00458 microsoft visual studio team edition 2005 for software developers complete pac,,5159.29
Yes,1355,617,1,1355,weekly reader mastering elementary/middle school math learning,fogware publishing,19.99,617,fogware publishing weekly reader ls mastering elementary & middle school math,,16.93
No,150,1950,0,150,suretrak project manager 3.0,primavera systems,499.0,1950,1-57408-058-x suretrak project manager v. 3.0 complete package 1 user cd win,,436.71
Yes,276,2996,1,276,instant immersion 33 languages,topics entertainment,49.99,2996,instant immersion 33 languages,topics entertainment,43.99
Yes,463,2495,1,463,kaplan sat/act/psat platinum 2007 win/mac,topics entertainment,49.99,2495,sat act & psat 2007 platinum,,29.85
No,605,1686,0,605,microsoft word 2004 ( mac ),microsoft,229.99,1686,word mac 2004 microsoft d48-00487,,157.18
No,584,2419,0,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,2419,windows vista business sp microsoft 66j-00063,,272.38
Yes,892,800,1,892,adobe premiere pro cs3,adobe,799.0,800,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows,,723.95
No,1284,2510,0,1284,punch ! master landscape & home design,punch ! software,99.99,2510,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
Yes,496,1643,1,496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,1643,microsoft windows vista business 32-bit oem,,149.99
Yes,644,330,1,644,microspot macdraft pe ( mac ),microspot ltd.,99.95,330,microspot macdraft pe personal edition,,85.99
Yes,982,2224,1,982,power on now up to date & contact windows,power-on-software,129.99,2224,now software nuw45e1k now up-to-date & contact for windows,power-on-software,114.99
No,147,1925,0,147,red hat entprse linux as 3 amd rhf0211us ),red hat software,,1925,rhf0211us red hat enterprise linux as premium support red hat enterprise linux as for am,,53937.1
Yes,1225,1086,1,1225,sony acid pro 6 professional music workstation,sony-pictures-digital-entertainment,499.95,1086,sony media software acid pro 6 software music production software,sony-pictures-digital-entertainment,299.95
Yes,860,2236,1,860,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,2236,apple ilife '06 family pack software av production software,,99.0
Yes,567,2529,1,567,h & r block taxcut 2006 home & business + state,h & r block,79.99,2529,h & r block taxcut home and business with state and e-file efile software for windows tax & finance software,,73.95
No,309,2095,0,309,family tree maker version 16 deluxe,encore,69.95,2095,encore software 10861 family tree maker version 16 collectors edition sb cs,,81.97
No,1282,25,0,1282,adobe after effects cs3,adobe,999.0,25,25510587 adobe after effects cs3 professional complete package 1 user dvd win c,,1054.23
Yes,353,2871,1,353,sony vegas 6 + dvd [ old version ],sony-pictures-digital-entertainment,899.95,2871,vegas + dvd sony,sony-pictures-digital-entertainment,899.99
No,1302,2098,0,1302,scrabble with bonus clue,encore,19.99,2098,encore software 11611 scrabble with bonus clue sb cs by hasbro,,17.97
No,361,254,0,361,adobe creative suite cs3 web standard upsell,adobe,799.0,254,adobe cs3 web standard upsell,,819.99
No,793,671,0,793,hoyle south beach solitaire,encore,9.99,671,encore inc hoyle solitaire,,7.83
No,377,1164,0,377,pc cillin internet sec 2007 lics large box 3u,trend micro,49.95,1164,pc-cillin ( tm ) internet security 2007,,49.99
Yes,366,2770,1,366,riverdeep arthur 's kindergarten,riverdeep,,2770,tlc arthur 's kindergarten learning system ( pc ) encore,,19.95
No,229,1734,0,229,vcomm system suite professional 7,avanquest,49.95,1734,avanquest usa 1461 system suit 7 professional,avanquest usa,44.99
No,935,2173,0,935,corel dvd moviefactory 6.0 plus,corel,79.99,2173,corel ulead dvd moviefactory 6 software for windows authoring software,,49.95
Yes,1230,499,1,1230,quickverse mac bible study 2007 gold box,findex,349.95,499,findex.com inc quickverse mac bible study 2007 gold box,,215.42
No,783,2179,0,783,corel dvd moviefactory 6.0,corel,49.99,2179,corel ulead dvd moviefactory plus 6 software for windows authoring software,,79.95
Yes,494,810,1,494,webobjects 5.2,apple,699.95,810,apple software m8789z/a webobjects 5.2,apple software,648.99
No,1287,107,0,1287,punch ! 5 in 1 home design,punch ! software,39.99,107,24100 punch ! 5 in 1 home design complete package 1 user cd win,,36.28
Yes,737,1667,1,737,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,1667,adobe systems inc 13102124 adobe photoshop cs 2 mac os x v. 10.2.8 to 10.3,adobe systems inc,788.63
Yes,1203,590,1,1203,corefx three level,core learning,59.95,590,sos aggregation company corefx three level-core learning ltd.,,51.09
Yes,85,1627,1,85,write brothers dramatica pro win/mac,write brothers,269.99,1627,dramatica pro 4 for pc,,249.99
Yes,69,1576,1,69,eastwest bsendorfer 290 grand piano virtual instrument,eastwest,199.95,1576,east west bosendorfer 290,,175.97
No,1258,2744,0,1258,punch ! home design architectura series 18,punch ! software,129.99,2744,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
Yes,882,2546,1,882,marine aquarium + sharks,encore software,9.95,2546,encore software 10272 marine aquarium + sharks win 98 me 2000 xp,,7.69
Yes,635,279,1,635,family tree maker version 16 essentials,encore,29.95,279,encore inc family tree maker v 16 essentials,,25.75
No,1064,2096,0,1064,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99,2096,encore software 10119 adventure workshop 4th-6th grade 7th edition win xp,,18.97
Yes,262,1125,1,262,hp sp linux we 50 lic/cd 3.0 c t3586a ),hewlett-packard - ( consumables ),,1125,sp linux we 50 lic/cd 3.0 c,,69216.95
Yes,420,2388,1,420,student home learning system for pc/mac,fogware publishing,139.99,2388,student home learning system,,109.99
Yes,709,2786,1,709,dk smart steps 3rd grade,global-software-publishing,9.99,2786,global software a0454jch dk smart steps 3rd grade win 95 98 me 2000 xp vista,global-software-publishing,9.08
Yes,128,1818,1,128,procurve vpn client software unlimited client licenses,hewlett packard,,1818,procurve vpn client software unlimited client licenses,,2598.96
Yes,1353,621,1,1353,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,621,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),,31.06
Yes,362,2855,1,362,national geographic photo gallery ( jewel case ),topics entertainment,9.99,2855,national geographic photo gallery topics,,9.95
Yes,615,368,1,615,adobe creative suite cs3 design standard upgrade,adobe,399.0,368,adobe cs3 design standard upgrade windows,,413.99
Yes,1163,909,1,1163,spring cleaning 9.0 for mac os 10.4 & above,aladdin systems,49.99,909,allume spring cleaning 9.0,,45.99
No,512,3160,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,3160,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
Yes,484,2807,1,484,adobe premiere elements 3.0,adobe,161.73,2807,adobe premiere elements 3 ( pc ),,99.99
No,546,2503,0,546,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,2503,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95
No,444,2864,0,444,jumpstart 1st grade,knowledge adventure,,2864,jumpstart advanced 1st grade knowledge adventure,,19.99
No,1152,261,0,1152,x-plane v8 ( mac ),graphics-simulations-corporation,49.99,261,x-plane 8 dlx mac os x graphic sim,,56.99
No,1235,750,0,1235,photoshop elements 4 edu mac 1u,adobe-education-box,69.0,750,adobe photoshop elements 4.0 photo-editing software for mac,,85.95
Yes,43,2066,1,43,clip art and more 250 000 ( jewel case ),imsi design,,2066,clipart & more 250000 ( jc ),,9.9
Yes,31,2006,1,31,dinosaurs,topics entertainment,19.99,2006,topics presents : dinosaurs,,12.9
No,480,2909,0,480,jumpstart world 1st grade,knowledge adventure,19.99,2909,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99
Yes,693,2782,1,693,kakuro puzzle addict unlimited edition,global-software-publishing,9.99,2782,global software a7163jcw kakuro puzzle addict unlimited edition dvd movie,global-software-publishing,8.79
Yes,540,2323,1,540,ulead videostudio 11 plus,corel,129.99,2323,corel ulead videostudio 11 plus video editing and dvd authoring software win authoring software,,129.95
No,206,48,0,206,hp data protector exp bu svr cmp upgrade ltu,hewlett packard,,48,bb117ac hp storageworks data protector express backup server product upgrade package -,,459.3
Yes,1311,664,1,1311,zonealarm pro firewall,zone labs,39.99,664,zone labs zonealarm pro,,30.17
Yes,429,2284,1,429,the guild 2 pirates of the seas,dreamcatcher interactive,29.99,2284,guild 2 : pirates of the seas,,23.99
Yes,1199,580,1,1199,dreamweaver cs3 9 mac ed 1u,adobe-education-box,199.0,580,adobe dreamweaver cs3 academic,adobe-education-box,195.99
Yes,605,998,1,605,microsoft word 2004 ( mac ),microsoft,229.99,998,microsoft word 2004,,209.99
Yes,552,541,1,552,corel snapfire plus [ ignite photo fun ],corel,39.99,541,corel corporation corel snapfire plus,,37.2
Yes,914,2556,1,914,hasbro classic collection 2006 ),encore,19.99,2556,encore software 11272 hasbro : family collection ( 2006 ) win 98 me 2000 xp,,18.97
Yes,1281,1029,1,1281,palo alto business plan pro 2007,palo-alto-software,99.95,1029,palo alto software bppx palo alto business plan 2007 pro complete product business planning 1 user complete product standard pc,,83.97
Yes,436,2217,1,436,sudoku puzzle addict : unlimited edition,global-software-publ-na,,2217,sudoku puzzle addict : unlimited edition ( win 98 me 2000 xp ) from global software publ na,global-software-publ-na,7.93
Yes,28,2000,1,28,gen-x media made easy vol . 3,gen-x,49.95,2000,media made easy volume 3,,24.9
No,476,2877,0,476,ae outlook 2007 win32,microsoft corp,,2877,microsoft office outlook 2007,,109.95
No,261,1739,0,261,procurve mobility manager 1.0 is a plug-in module for procurve manager plus 2.0,hewlett packard,,1739,j8990a hp procurve mobility manager v. 1.0 license and media 1 user win,,1525.72
Yes,216,485,1,216,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0,485,adobe illustrator cs3 upgrade from freehand for mac,,206.99
Yes,778,2574,1,778,hoyle casino 2007,encore,19.95,2574,encore software 10673 hoyle casino 2007 win 98 me 2000 xp,,18.97
Yes,867,2484,1,867,punch ! ultimate deck and landscape,punch ! software,29.0,2484,punch software 13100 punch ! ultimate deck & landscape complete product creativity application 1 user ( s ) complete product standard pc,,29.97
No,917,2290,0,917,elementary advantage 2008,encore software,,2290,encore software 12361 encore elementary advantage 2008 training/wbt pc,,33.97
Yes,1111,495,1,1111,apple final cut studio 2 ( mac ),apple,1299.0,495,apple final cut studio 2,,1299.99
No,204,61,0,204,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,,61,cd28-esk9 = cisco ios enterprise services complete package cd,,1001.38
Yes,1327,643,1,1327,great invasions,strategy first,39.99,643,strategy first inc. great invasions,,34.07
Yes,1288,493,1,1288,city of heroes good vs. evil edition,nc soft,29.99,493,nc interactive inc city of heroes : good vs. evil edition,,29.84
Yes,734,435,1,734,middle school success essentials,topics entertainment,29.99,435,topics entertainment middle school success essentials,,17.55
Yes,1210,544,1,1210,kaplan sat/act/psat gold 2007 win/mac,topics entertainment,29.99,544,kaplan act/sat/psat gold 2007 mac os x,,22.99
No,496,3126,0,496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,3126,microsoft ( r ) windows vista ( tm ) business,,199.99
Yes,883,921,1,883,adobe creative suite cs3 production premium,adobe,1699.0,921,adobe cs3 production premium,,1749.99
No,1272,2402,0,1272,punch ! home design architectural series 18,punch ! software,129.99,2402,punch software 41100 punch ! home design architectural series 18,punch software,118.99
Yes,620,798,1,620,adobe premiere pro cs3,adobe,799.0,798,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for macintosh,,723.95
No,1036,768,0,1036,brain food games : cranium collection 2006,encore,19.95,768,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp,,18.97
Yes,781,2257,1,781,microsoft excel 2004 ( mac ),microsoft,229.99,2257,microsoft excel 2004 spreadsheet software mac apple & mac software,,228.95
No,1001,674,0,1001,printmaster 17 platinum by encore software,encore software,39.99,674,print master platinum v17,,29.9
No,144,1817,0,144,backup exec netware open file v9 .2 e/g full package product,veritas,695.0,1817,e17883d symantec backup exec for netware servers open file option v. 9.2 complet,,460.7
Yes,961,9,1,961,vegas movie studiodvd +8 plat,sony media,129.95,9,vegas movie studiodvd +8 plat,sony creative software,92.99
Yes,918,2558,1,918,recam remote monitoring software,mobi-technologies-inc .,129.0,2558,mobi-cam 70008 monitoring and notification software,mobi-technologies-inc .,89.69
No,482,1506,0,482,window washer,webroot-software-inc,,1506,window washer,,22.99
Yes,798,1690,1,798,hoyle solitaire ( jewel case ),encore,9.99,1690,hoyle solitaire,,9.99
No,205,44,0,205,nortel contivity stateful firewall license standard 1 switch,nortel,,44,dm0016009 contivity stateful firewall license 1 switch english,,371.5
No,1099,1420,0,1099,webroot spysweeper antispyware 3 user,webroot software,39.99,1420,webroot software inc 66410 spy sweeper ( small box ) ( win 98 me 2000 xp ),,25.97
Yes,166,1505,1,166,equilibrium debabelizer pro 6.0 1 user,equilibrium,599.99,1505,equilibrium debabelizer pro 6 0 win 1 u windows xp,,382.9
Yes,480,2457,1,480,jumpstart world 1st grade,knowledge adventure,19.99,2457,knowledge adventure inc. 20223 jumpstart world 1st grade mini box,,16.93
Yes,369,2770,1,369,tlc arthur 's kindergarten learning system 2008,encore,19.99,2770,tlc arthur 's kindergarten learning system ( pc ) encore,,19.95
Yes,489,2422,1,489,flyboys squadron mac,ientertainment,29.99,2422,flyboys squadron mac,,24.99
Yes,1145,2195,1,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,2195,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
Yes,1117,1431,1,1117,dk rainbow fish most beautiful fish in the ocean,encore,9.99,1431,encore software a5992jch dk rainbow fish most beautiful fish in the ocean win 95 98 me xp,,9.08
Yes,26,3032,1,26,adobe premiere pro cs3 upgrade,adobe,299.0,3032,premiere pro cs3 mac upgrade,,320.25
No,1272,1044,0,1272,punch ! home design architectural series 18,punch ! software,129.99,1044,punch software 41100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,112.97
No,1282,2524,0,1282,adobe after effects cs3,adobe,999.0,2524,adobe after effects cs3 professional software for windows effects software,,998.95
Yes,1312,665,1,1312,sales skills 2.0 ages 10 +,victory multimedia,19.95,665,simply magazine sales skills,,3.1
Yes,586,2530,1,586,quickbooks premier professional services edition 2007,intuit,399.95,2530,intuit quickbooks premier professional services edition 2007 software win tax & finance software,,349.95
No,827,1404,0,827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,1404,m-audio pro tools m-powered mpowered 7 software educational discount music production software,,198.95
Yes,175,1485,1,175,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21,1485,diskeeper 2007 professional,,46.95
No,40,2544,0,40,the print shop 22 deluxe,encore,49.99,2544,encore software 10741 the print shop 22 deluxe sb cs by the print shop,,42.97
Yes,793,2570,1,793,hoyle south beach solitaire,encore,9.99,2570,encore software 11930 hoyle south beach solitaire win 98 me 2000 xp,,7.69
No,556,621,0,556,instant immersion italian deluxe 2.0,topics entertainment,49.99,621,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),,31.06
Yes,832,2768,1,832,global software smart steps 2nd grade windows macintosh ),global software,,2768,global software a0447jch dk smart steps 2nd grade win 95 98 me 2000 xp vista,,9.08
No,1300,2307,0,1300,acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,,2307,sony vegas movie studio + dvd v8 platinum edition video editing software professional editing software,,129.95
No,1264,1026,0,1264,punch ! professional home design suite,punch ! software,69.99,1026,punch software 14100 punch ! professional home design suite for windows,punch software,62.99
No,1182,2797,0,1182,onone software pxl smartscale windows and macintosh ),onone software,,2797,onone software pxe-11433 pxl smartscale elect 1-user english mac/win,onone software,158.99
Yes,1159,2117,1,1159,nero 7 ultra edition enhanced pc & home entrmnt soln,neso usa,99.99,2117,nero nero 7 ultra edition enhanced cd/dvd burning software for windows authoring software,,79.99
Yes,934,173,1,934,panda antivirus 2007,panda software,29.95,173,sos aggregation company panda antivirus 2007,,23.72
Yes,1321,687,1,1321,instant immersion american sign language win/mac,topics entertainment,9.99,687,american sign language,,10.57
No,1037,2564,0,1037,brain food games : cranium collection 2006,encore,19.95,2564,encore software 11253 brain food games : cranium collection 2006 sb cs by encore,,17.97
Yes,1075,991,1,1075,modeless liquid ledger personal finance software ( mac ),csdc,79.99,991,modeless software liquid ledger personal finance,,71.99
Yes,829,2766,1,829,avid liquid vs 7 software,avid technology,888.75,2766,avid liquid 7.0 professional video editing software for windows professional editing software,,439.95
No,609,1136,0,609,quicken 2007 for mac,intuit,69.95,1136,quicken ( r ) for mac 2007,,69.99
No,139,521,0,139,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,521,adobe cs3 design premium,,1865.99
Yes,1114,1420,1,1114,webroot spy sweeper antispyware 5.x,webroot software,29.95,1420,webroot software inc 66410 spy sweeper ( small box ) ( win 98 me 2000 xp ),,25.97
Yes,487,2404,1,487,crystal reports 11 reporting essentials trng cbt,business objects,199.99,2404,business objects t-59j-e-56-wx crystal rpt 11 report essentials cbt,,178.49
No,376,219,0,376,printmaster gold v 17.0,nova development,19.95,219,encore inc printmaster gold v 17.0,,17.1
No,201,57,0,201,backup exec netware remote agt win/netware svr v9 .2 e/g,veritas,295.0,57,e17887d symantec backup exec for netware servers remote agent for windows or netware ser,,197.65
Yes,287,3024,1,287,sibelius 5 professional edition,sibelius-software-ltd .,599.0,3024,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
Yes,617,214,1,617,norton antivirus mac 10.0 ( mac ),symantec,69.95,214,symantec norton anti-virus v. 10 mac,,64.99
No,315,3072,0,315,super solvers mission t.h.i.n.k 25 user site license,learning company,399.95,3072,super solvers mission think 25 user site license,,79.95
Yes,1039,766,1,1039,who wants to be a millionaire ?,encore,9.95,766,encore software 11670 who wants to be a millionaire ? win xp 2000,,7.69
No,1074,2932,0,1074,family tree maker version 16 collectors edition sb cs,encore software,99.99,2932,encore software 10881 family tree maker version 16 standard sb cs by family tree maker,,42.97
Yes,1155,914,1,1155,istopmotion,navarre,39.95,914,graphicsim istopmotion,,39.95
Yes,529,1600,1,529,zoo tycoon 2 : marine mania expansion,microsoft,19.99,1600,zoo tycoon for windows,,25.99
Yes,624,296,1,624,timbuktu remote control softwre 2 licenses for windows & mac,netopia,199.99,296,netopia timbuktu pro for mac and windows 2 pack,,207.99
Yes,573,2634,1,573,coreldraw graphics suite x3 upgrade,corel,179.0,2634,coreldraw graphics suite x3 upgrade ( win 98 me nt 2000 xp vista ),,179.0
Yes,308,3098,1,308,virusbarrier x4 10.4 for mac-10 users,intego,329.95,3098,virusbarrier x4 10.4 for mac-10 users ( vbx4-10u ),,316.75
Yes,643,335,1,643,40 years of the avengers,git corp,49.99,335,git 40 years of marvel avengers dvd-rom,,39.99
Yes,583,149,1,583,roxio popcorn 2 ( mac ),roxio,49.95,149,roxio popcorn 2 video conversion software,,44.99
Yes,1286,1038,1,1286,webroot desktop firewall,webroot software,29.99,1038,webroot software inc 54210 webroot desktop firewall firewall pc,,25.97
No,810,2286,0,810,monopoly here & now,encore,19.95,2286,encore software 11181 encore monopoly here & now board game pc,,17.97
Yes,557,2112,1,557,adobe creative suite cs3 production premium,adobe,1699.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
Yes,618,291,1,618,pop-up stopper professional,panicware,29.99,291,csdc pop-up stopper professional panicware,,26.14
No,819,989,0,819,mavis beacon 17 standard,encore software,19.95,989,broderbund mavis beacon teaches typing standard17,,22.99
Yes,852,2442,1,852,cinescore professional soundtrack edition,sony-pictures-digital-entertainment,249.95,2442,sony media software cinescore soundtrack creation software audio software for video,sony-pictures-digital-entertainment,179.95
Yes,840,2941,1,840,digital video and audio production book for vegas 7 + dvd,sony-pictures-digital-entertainment,49.35,2941,digital video & audio prod book,sony creative software,27.99
Yes,794,709,1,794,monopoly 3,encore,9.99,709,encore inc monopoly 3,,7.17
No,301,1181,0,301,broderbund printmaster platinum 16.0,encore software,39.99,1181,printmaster ( r ) platinum 16,,39.97
Yes,1151,2126,1,1151,pc tools spyware doctor 2007,encore,29.95,2126,encore software 10990 pc tools spyware doctor 2007 win 98 me 2000 xp,,26.97
No,952,1844,0,952,nero 7 ultra edition enhanced,nero inc.,99.99,1844,70009 nero ultra edition enhanced v. 7 complete package 1 user cd win,,87.76
Yes,735,2931,1,735,adventure workshop preschool ( jewel case ),encore software,29.99,2931,encore software 10538 adventure workshop preschool 7 by the learning company,,17.97
Yes,37,2031,1,37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,2031,my first bible stories ( jc ),dorling-kindersley-multimedia - ( dk ),9.9
